Brand,Model,Generation,Spec-model,Acceleration 0-100 km/h,1/4tb mile ET
Ford,Mondeo,Mondeo III Wagon (facelift 2010),7.8 sec ,14.221
Ford,Mondeo,Mondeo III Wagon (facelift 2010),8.2 sec ,15.035
Ford,Mondeo,Mondeo III Wagon (facelift 2010),10.3 sec ,16.495
Ford,Mondeo,Mondeo III Wagon (facelift 2010),9.6 sec ,15.711
Ford,Mondeo,Mondeo III Wagon (facelift 2010),12.6 sec ,17.405
Ford,F-450 Super Duty,F-450 Super Duty V Regular Cab Long box,14.707
Ford,F-450 Super Duty,F-450 Super Duty V Regular Cab Long box,14.97
Ford,F-450 Super Duty,F-450 Super Duty V Regular Cab Long box,14.502
Ford,F-450 Super Duty,F-450 Super Duty V Regular Cab Long box,14.707
Ford,Tourneo Custom,Tourneo Custom I L2,18.315
Ford,Tourneo Custom,Tourneo Custom I L2,19.645
Ford,Tourneo Custom,Tourneo Custom I L2,21.178
Ford,F-Series F-250,F-Series F-250 VII Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 VII Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 VII Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 VII Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 VII Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 VII Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 VII Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 VII Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 VII Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 VII Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 VII Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 VII Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 VII Regular Cab,not known
Ford,F-Series F-250,F-Series F-250 VII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 IX SuperCab,not known
Ford,F-250 Super Duty,F-250 Super Duty III Super Cab Short box,14.502
Ford,F-250 Super Duty,F-250 Super Duty III Super Cab Short box,14.84
Ford,F-250 Super Duty,F-250 Super Duty III Super Cab Short box,14.639
Ford,F-250 Super Duty,F-250 Super Duty III Super Cab Short box,14.97
Ford,Escort,"Escort VII Hatch (GAL,AFL)",11.5 sec ,17.641
Ford,Escort,"Escort VII Hatch (GAL,AFL)",18.943
Ford,Escort,"Escort VII Hatch (GAL,AFL)",9.9 sec ,16.0
Ford,Escort,"Escort VII Hatch (GAL,AFL)",17.7 sec ,19.978
Ford,Escort,"Escort VII Hatch (GAL,AFL)",12.9 sec ,17.78
Ford,Escort,"Escort VII Hatch (GAL,AFL)",12.2 sec ,17.357
Ford,Escort,"Escort VII Hatch (GAL,AFL)",14.4 sec ,18.272
Ford,Escort,"Escort VII Hatch (GAL,AFL)",16.8 sec ,19.417
Ford,Focus,Focus Cabriolet II,not known
Ford,Focus,Focus Cabriolet II,11.9 sec ,not known
Ford,Focus,Focus Cabriolet II,not known
Ford,Tempo,Tempo,15.711
Ford,Tempo,Tempo,17.594
Ford,Tempo,Tempo,17.308
Ford,Tempo,Tempo,17.162
Ford,Explorer,Explorer II,15.769
Ford,Explorer,Explorer II,15.769
Ford,Explorer,Explorer II,16.0
Ford,Explorer,Explorer II,8.8 sec ,15.943
Ford,Explorer,Explorer II,15.035
Ford,Explorer,Explorer II,10.9 sec ,16.112
Ford,Explorer,Explorer II,10.9 sec ,15.162
Ford,Explorer,Explorer II,12.7 sec ,17.5
Ford,Explorer,Explorer II,12.7 sec ,16.495
Ford,Explorer,Explorer II,17.012
Ford,Explorer,Explorer II,16.962
Ford,Explorer,Explorer II,16.758
Ford,F-250 Super Duty,F-250 Super Duty IV Super Cab Short box,14.363
Ford,F-250 Super Duty,F-250 Super Duty IV Super Cab Short box,14.639
Ford,F-250 Super Duty,F-250 Super Duty IV Super Cab Short box,14.502
Ford,F-250 Super Duty,F-250 Super Duty IV Super Cab Short box,14.84
Ford,Mustang,Mustang Convertible IV,14.639
Ford,Mustang,Mustang Convertible IV,5.5 sec ,12.964
Ford,Mustang,Mustang Convertible IV,5.5 sec ,13.621
Ford,Mustang,Mustang Convertible IV,14.363
Ford,Mustang,Mustang Convertible IV,14.639
Ford,Mustang,Mustang Convertible IV,12.516
Ford,Mustang,Mustang Convertible IV,14.905
Ford,Mustang,Mustang Convertible IV,16.112
Ford,Mustang,Mustang Convertible IV,5 sec ,16.333
Ford,Taunus,"Taunus (GBTS,GBFS,CBTS)",not known
Ford,Taunus,"Taunus (GBTS,GBFS,CBTS)",not known
Ford,Taunus,"Taunus (GBTS,GBFS,CBTS)",not known
Ford,Taunus,"Taunus (GBTS,GBFS,CBTS)",not known
Ford,Taunus,"Taunus (GBTS,GBFS,CBTS)",not known
Ford,Taunus,"Taunus (GBTS,GBFS,CBTS)",not known
Ford,F-Series F-100/F-150,F-Series F-150 XIV Regular Cab,12.877
Ford,F-Series F-100/F-150,F-Series F-150 XIV Regular Cab,13.134
Ford,F-Series F-100/F-150,F-Series F-150 XIV Regular Cab,12.964
Ford,F-Series F-100/F-150,F-Series F-150 XIV Regular Cab,13.218
Ford,F-Series F-100/F-150,F-Series F-150 XIV Regular Cab,14.002
Ford,F-Series F-100/F-150,F-Series F-150 XIV Regular Cab,14.292
Ford,F-Series F-100/F-150,F-Series F-150 XIV Regular Cab,13.621
Ford,F-Series F-100/F-150,F-Series F-150 XIV Regular Cab,13.927
Ford,F-Series F-100/F-150,F-Series F-100 VII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-100 VII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-100 VII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-100 VII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-100 VII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-100 VII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-100 VII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-100 VII Regular Cab,not known
Ford,Escort,"Escort VII (GAL,AAL,ABL)",11.5 sec ,17.734
Ford,Escort,"Escort VII (GAL,AAL,ABL)",16 sec ,18.983
Ford,Escort,"Escort VII (GAL,AAL,ABL)",10 sec ,16.168
Ford,Escort,"Escort VII (GAL,AAL,ABL)",17.7 sec ,20.087
Ford,Escort,"Escort VII (GAL,AAL,ABL)",12.5 sec ,17.5
Ford,Escort,"Escort VII (GAL,AAL,ABL)",14.6 sec ,18.401
Ford,Escort,"Escort VII (GAL,AAL,ABL)",17.1 sec ,19.569
Ford,Ranger,Ranger II Super Cab,not known
Ford,Ranger,Ranger II Super Cab,not known
Ford,Ranger,Ranger II Super Cab,not known
Ford,Ranger,Ranger II Super Cab,not known
Ford,Ranger,Ranger II Super Cab,13.6 sec ,17.162
Ford,Ranger,Ranger II Super Cab,13.6 sec ,17.162
Ford,Ranger,Ranger II Super Cab,13.7 sec ,17.162
Ford,Ranger,Ranger II Super Cab,13.6 sec ,17.162
Ford,Ranger,Ranger II Super Cab,12.5 sec ,17.78
Ford,Ranger,Ranger II Super Cab,12.5 sec ,17.78
Ford,Ranger,Ranger II Super Cab,12.5 sec ,17.78
Ford,Ranger,Ranger II Super Cab,12.5 sec ,17.78
Ford,Ranger,Ranger II Super Cab,not known
Ford,Ranger,Ranger II Super Cab,not known
Ford,Ranger,Ranger II Super Cab,not known
Ford,Ranger,Ranger II Super Cab,not known
Ford,Taunus,Taunus (GBTK),not known
Ford,Taunus,Taunus (GBTK),not known
Ford,Taunus,Taunus (GBTK),not known
Ford,Taunus,Taunus (GBTK),not known
Ford,Taunus,Taunus (GBTK),not known
Ford,F-350 Super Duty,F-350 Super Duty III Regular Cab Long box,14.84
Ford,F-350 Super Duty,F-350 Super Duty III Regular Cab Long box,not known
Ford,F-350 Super Duty,F-350 Super Duty III Regular Cab Long box,14.639
Ford,F-350 Super Duty,F-350 Super Duty III Regular Cab Long box,not known
Ford,F-350 Super Duty,F-350 Super Duty III Regular Cab Long box,14.433
Ford,F-350 Super Duty,F-350 Super Duty III Regular Cab Long box,not known
Ford,F-350 Super Duty,F-350 Super Duty III Regular Cab Long box,14.905
Ford,F-350 Super Duty,F-350 Super Duty III Regular Cab Long box,not known
Ford,Focus,Focus IV Hatchback (facelift 2022),5.7 sec ,13.134
Ford,Focus,Focus IV Hatchback (facelift 2022),5.7 sec ,13.049
Ford,Focus,Focus IV Hatchback (facelift 2022),10.6 sec ,16.962
Ford,Focus,Focus IV Hatchback (facelift 2022),9.8 sec ,16.809
Ford,Focus,Focus IV Hatchback (facelift 2022),12 sec ,18.184
Ford,Focus,Focus IV Hatchback (facelift 2022),8.4 sec ,15.472
Ford,Focus,Focus IV Hatchback (facelift 2022),9 sec ,15.288
Ford,Focus,Focus IV Hatchback (facelift 2022),10.2 sec ,16.601
Ford,Focus,Focus IV Hatchback (facelift 2022),10.2 sec ,16.441
Ford,Focus,Focus IV Hatchback (facelift 2022),10.2 sec ,16.333
Ford,Focus,Focus IV Hatchback (facelift 2022),12.1 sec ,17.641
Ford,Expedition,Expedition I (U173),10 sec ,16.168
Ford,Expedition,Expedition I (U173),10 sec ,16.168
Ford,Expedition,Expedition I (U173),10 sec ,16.441
Ford,Expedition,Expedition I (U173),10 sec ,not known
Ford,Expedition,Expedition I (U173),11 sec ,16.333
Ford,Expedition,Expedition I (U173),11 sec ,16.0
Ford,Expedition,Expedition I (U173),11.3 sec ,16.387
Ford,Fiesta,Fiesta VII (Mk7) 3 door,8.7 sec ,14.97
Ford,Fiesta,Fiesta VII (Mk7) 3 door,9.9 sec ,15.885
Ford,Fiesta,Fiesta VII (Mk7) 3 door,11.8 sec ,17.162
Ford,Fiesta,Fiesta VII (Mk7) 3 door,11.9 sec ,17.062
Ford,Fiesta,Fiesta VII (Mk7) 3 door,13.9 sec ,18.096
Ford,Fiesta,Fiesta VII (Mk7) 3 door,14.8 sec ,18.983
Ford,Fiesta,Fiesta VII (Mk7) 3 door,12.2 sec ,16.758
Ford,Fiesta,Fiesta VII (Mk7) 3 door,13.9 sec ,17.062
Ford,Fiesta,Fiesta VII (Mk7) 3 door,12.2 sec ,16.387
Ford,Fiesta,Fiesta VII (Mk7) 3 door,13.3 sec ,18.007
Ford,Fiesta,Fiesta VII (Mk7) 3 door,16.9 sec ,19.607
Ford,Thunderbird,Thunderbird (Super Birds),8.6 sec ,15.225
Ford,Thunderbird,Thunderbird (Super Birds),14.707
Ford,Thunderbird,Thunderbird (Super Birds),17.112
Ford,Everest,Everest II (U375/UA),17.112
Ford,Everest,Everest II (U375/UA),17.357
Ford,F-350 Super Duty,F-350 Super Duty V Crew Cab Short box,14.363
Ford,F-350 Super Duty,F-350 Super Duty V Crew Cab Short box,14.639
Ford,F-350 Super Duty,F-350 Super Duty V Crew Cab Short box,14.433
Ford,F-350 Super Duty,F-350 Super Duty V Crew Cab Short box,14.773
Ford,F-350 Super Duty,F-350 Super Duty V Crew Cab Short box,14.002
Ford,F-350 Super Duty,F-350 Super Duty V Crew Cab Short box,14.292
Ford,F-350 Super Duty,F-350 Super Duty V Crew Cab Short box,14.221
Ford,F-350 Super Duty,F-350 Super Duty V Crew Cab Short box,14.502
Ford,Focus,Focus Turnier (USA),7.8 sec ,15.711
Ford,Focus,Focus Turnier (USA),16.168
Ford,Focus,Focus Turnier (USA),16.168
Ford,Ranger,Ranger II Double Cab,not known
Ford,Ranger,Ranger II Double Cab,not known
Ford,Ranger,Ranger II Double Cab,not known
Ford,Ranger,Ranger II Double Cab,not known
Ford,Ranger,Ranger II Double Cab,17.162
Ford,Ranger,Ranger II Double Cab,13.6 sec ,not known
Ford,Ranger,Ranger II Double Cab,13.7 sec ,not known
Ford,Ranger,Ranger II Double Cab,17.162
Ford,Ranger,Ranger II Double Cab,not known
Ford,Ranger,Ranger II Double Cab,not known
Ford,Ranger,Ranger II Double Cab,13 sec ,18.14
Ford,Ranger,Ranger II Double Cab,not known
Ford,Ranger,Ranger II Double Cab,not known
Ford,Ranger,Ranger II Double Cab,not known
Ford,Ranger,Ranger II Double Cab,not known
Ford,Ranger,Ranger II Double Cab,not known
Ford,Escort,Escort II (USA),15.532
Ford,Escort,Escort II (USA),15.532
Ford,Escort,Escort II (USA),17.308
Ford,Escort,Escort II (USA),17.308
Ford,Tempo,Tempo Coupe,15.652
Ford,Tempo,Tempo Coupe,17.162
Ford,Tempo,Tempo Coupe,17.162
Ford,Escort,"Escort VII Turnier (GAL,ANL)",11.9 sec ,17.962
Ford,Escort,"Escort VII Turnier (GAL,ANL)",16.4 sec ,19.3
Ford,Escort,"Escort VII Turnier (GAL,ANL)",10.3 sec ,16.495
Ford,Escort,"Escort VII Turnier (GAL,ANL)",18.4 sec ,20.335
Ford,Escort,"Escort VII Turnier (GAL,ANL)",12.7 sec ,17.688
Ford,Escort,"Escort VII Turnier (GAL,ANL)",11 sec ,17.962
Ford,Escort,"Escort VII Turnier (GAL,ANL)",15 sec ,18.655
Ford,Escort,"Escort VII Turnier (GAL,ANL)",17.5 sec ,19.794
Ford,C-MAX,C-MAX (Facelift 2007),11.9 sec ,not known
Ford,C-MAX,C-MAX (Facelift 2007),9.6 sec ,16.911
Ford,C-MAX,C-MAX (Facelift 2007),11.2 sec ,16.279
Ford,C-MAX,C-MAX (Facelift 2007),9.8 sec ,16.279
Ford,C-MAX,C-MAX (Facelift 2007),not known
Ford,C-MAX,C-MAX (Facelift 2007),10.8 sec ,17.012
Ford,C-MAX,C-MAX (Facelift 2007),11.3 sec ,not known
Ford,C-MAX,C-MAX (Facelift 2007),not known
Ford,C-MAX,C-MAX (Facelift 2007),12.9 sec ,18.007
Ford,Explorer,Explorer V (facelift 2016),8.7 sec ,not known
Ford,Explorer,Explorer V (facelift 2016),6.4 sec ,not known
Ford,Fiesta,"Fiesta VII (Mk7, facelift 2013) 3 door",6.7 sec ,13.301
Ford,Fiesta,"Fiesta VII (Mk7, facelift 2013) 3 door",6.9 sec ,13.776
Ford,Fiesta,"Fiesta VII (Mk7, facelift 2013) 3 door",12.9 sec ,16.809
Ford,Fiesta,"Fiesta VII (Mk7, facelift 2013) 3 door",11.7 sec ,16.809
Ford,Fiesta,"Fiesta VII (Mk7, facelift 2013) 3 door",13.5 sec ,18.184
Ford,Fiesta,"Fiesta VII (Mk7, facelift 2013) 3 door",12.2 sec ,16.601
Ford,Fiesta,"Fiesta VII (Mk7, facelift 2013) 3 door",13.3 sec ,17.26
Ford,Fiesta,"Fiesta VII (Mk7, facelift 2013) 3 door",16.9 sec ,19.183
Ford,Fiesta,"Fiesta VII (Mk7, facelift 2013) 3 door",9.4 sec ,15.225
Ford,Fiesta,"Fiesta VII (Mk7, facelift 2013) 3 door",11.2 sec ,16.441
Ford,Fiesta,"Fiesta VII (Mk7, facelift 2013) 3 door",10.8 sec ,16.548
Ford,Fiesta,"Fiesta VII (Mk7, facelift 2013) 3 door",14.9 sec ,17.405
Ford,Fiesta,"Fiesta VII (Mk7, facelift 2013) 3 door",14.9 sec ,17.405
Ford,Fiesta,"Fiesta VII (Mk7, facelift 2013) 3 door",16.8 sec ,18.655
Ford,F-Series F-100/F-150,F-Series F-100 VI SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-100 VI SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-100 VI SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-100 VI SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-100 VI SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-100 VI SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-100 VI SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-100 VI SuperCab,not known
Ford,Kuga,Kuga II (facelift 2016),10 sec ,16.056
Ford,Kuga,Kuga II (facelift 2016),9.2 sec ,16.056
Ford,Kuga,Kuga II (facelift 2016),10.9 sec ,17.062
Ford,Kuga,Kuga II (facelift 2016),9.9 sec ,17.012
Ford,Kuga,Kuga II (facelift 2016),10.1 sec ,16.758
Ford,Kuga,Kuga II (facelift 2016),8.8 sec ,14.502
Ford,Kuga,Kuga II (facelift 2016),12.4 sec ,18.007
Ford,Kuga,Kuga II (facelift 2016),12.7 sec ,17.962
Ford,Kuga,Kuga II (facelift 2016),10.1 sec ,15.943
Ford,Kuga,Kuga II (facelift 2016),9.7 sec ,16.601
Ford,Kuga,Kuga II (facelift 2016),12.5 sec ,17.917
Ford,Aspire,Aspire,18.358
Ford,Aspire,Aspire,18.358
Ford,F-Series F-100/F-150,F-Series F-150 XII SuperCrew,14.433
Ford,F-Series F-100/F-150,F-Series F-150 XII SuperCrew,13.927
Ford,F-Series F-100/F-150,F-Series F-150 XII SuperCrew,14.148
Ford,F-Series F-100/F-150,F-Series F-150 XII SuperCrew,not known
Ford,F-Series F-100/F-150,F-Series F-150 XII SuperCrew,not known
Ford,F-Series F-100/F-150,F-Series F-150 XII SuperCrew,14.221
Ford,F-Series F-100/F-150,F-Series F-150 XII SuperCrew,14.639
Ford,F-Series F-100/F-150,F-Series F-150 XII SuperCrew,not known
Ford,F-Series F-100/F-150,F-Series F-150 XII SuperCrew,not known
Ford,F-Series F-100/F-150,F-Series F-150 XII SuperCrew,not known
Ford,F-Series F-100/F-150,F-Series F-150 XII SuperCrew,14.97
Ford,F-Series F-100/F-150,F-Series F-150 XII SuperCrew,14.221
Ford,F-Series F-100/F-150,F-Series F-150 XII SuperCrew,14.502
Ford,F-Series F-100/F-150,F-Series F-150 VIII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VIII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VIII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VIII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VIII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VIII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VIII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VIII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VIII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VIII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VIII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VIII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VIII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VIII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VIII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VIII Regular Cab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VIII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VIII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VIII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VIII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VIII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VIII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VIII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VIII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VIII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VIII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VIII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VIII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VIII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VIII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VIII SuperCab,not known
Ford,F-Series F-100/F-150,F-Series F-150 VIII SuperCab,not known
Ford,F-250 Super Duty,F-250 Super Duty V Crew Cab Long box,14.292
Ford,F-250 Super Duty,F-250 Super Duty V Crew Cab Long box,14.639
Ford,F-250 Super Duty,F-250 Super Duty V Crew Cab Long box,14.502
Ford,F-250 Super Duty,F-250 Super Duty V Crew Cab Long box,14.84
Ford,F-250 Super Duty,F-250 Super Duty V Crew Cab Long box,14.221
Ford,F-250 Super Duty,F-250 Super Duty V Crew Cab Long box,14.502
Ford,F-250 Super Duty,F-250 Super Duty V Crew Cab Long box,14.433
Ford,F-250 Super Duty,F-250 Super Duty V Crew Cab Long box,14.707
Ford,F-350 Super Duty,F-350 Super Duty IV Super Cab Long box,14.502
Ford,F-350 Super Duty,F-350 Super Duty IV Super Cab Long box,14.571
Ford,F-350 Super Duty,F-350 Super Duty IV Super Cab Long box,14.84
Ford,F-350 Super Duty,F-350 Super Duty IV Super Cab Long box,14.84
Ford,F-350 Super Duty,F-350 Super Duty IV Super Cab Long box,14.773
Ford,F-350 Super Duty,F-350 Super Duty IV Super Cab Long box,15.099
Ford,F-350 Super Duty,F-350 Super Duty IV Super Cab Long box,15.035
Ford,F-350 Super Duty,F-350 Super Duty IV Super Cab Long box,15.411
Ford,Tourneo Custom,Tourneo Custom I (facelift 2018) L2,18.444
Ford,Tourneo Custom,Tourneo Custom I (facelift 2018) L2,18.358
Ford,Tourneo Custom,Tourneo Custom I (facelift 2018) L2,20.051
Ford,Tourneo Custom,Tourneo Custom I (facelift 2018) L2,19.942
Ford,Tourneo Custom,Tourneo Custom I (facelift 2018) L2,21.402
Ford,Galaxy,Galaxy III (facelift 2019),10 sec ,16.333
Ford,Galaxy,Galaxy III (facelift 2019),10 sec ,16.224
Ford,Galaxy,Galaxy III,8.9 sec ,15.225
Ford,Galaxy,Galaxy III,9.8 sec ,15.943
Ford,Galaxy,Galaxy III,9.6 sec ,16.0
Ford,Galaxy,Galaxy III,10.6 sec ,16.224
Ford,Galaxy,Galaxy III,10.9 sec ,16.962
Ford,Galaxy,Galaxy III,10.9 sec ,16.962
Ford,Galaxy,Galaxy III,12.2 sec ,17.162
Ford,Galaxy,Galaxy III,13.6 sec ,18.272
Ford,Galaxy,Galaxy III,8.6 sec ,14.433
Ford,Galaxy,Galaxy III,8.7 sec ,14.571
Ford,Galaxy,Galaxy III,9.5 sec ,15.652
Ford,Galaxy,Galaxy III,9.5 sec ,15.652
Ford,Galaxy,Galaxy III,10 sec ,15.943
Ford,Galaxy,Galaxy III,10 sec ,15.943
Ford,Galaxy,Galaxy III,9.7 sec ,15.711
Ford,Galaxy,Galaxy III,10.7 sec ,16.962
Ford,Galaxy,Galaxy III,10.7 sec ,16.962
Ford,Galaxy,Galaxy III,11.1 sec ,17.162
Ford,Galaxy,Galaxy III,11.1 sec ,17.162
Ford,Galaxy,Galaxy III,10.8 sec ,16.962
Ford,Galaxy,Galaxy III,10.8 sec ,16.962
Ford,Galaxy,Galaxy III,12.6 sec ,18.272
Ford,Galaxy,Galaxy III,12.6 sec ,18.272
Ford,Galaxy,Galaxy III,9.9 sec ,16.279
Ford,Galaxy,Galaxy III,9.9 sec ,16.279
Ford,Galaxy,Galaxy III,10 sec ,16.441
Ford,F-250 Super Duty,F-250 Super Duty IV (facelift 2020) Crew Cab Short box,14.148
Ford,F-250 Super Duty,F-250 Super Duty IV (facelift 2020) Crew Cab Short box,14.433
Ford,F-250 Super Duty,F-250 Super Duty IV (facelift 2020) Crew Cab Short box,14.221
Ford,F-250 Super Duty,F-250 Super Duty IV (facelift 2020) Crew Cab Short box,14.433
Ford,F-250 Super Duty,F-250 Super Duty IV (facelift 2020) Crew Cab Short box,14.571
Ford,F-250 Super Duty,F-250 Super Duty IV (facelift 2020) Crew Cab Short box,14.905
Ford,Consul,Consul Coupe (GGCL),not known
Ford,Consul,Consul Coupe (GGCL),not known
Ford,Consul,Consul Coupe (GGCL),not known
Ford,Fiesta,"Fiesta VIII (Mk8, facelift 2022) 3 door",6.5 sec ,13.776
Ford,Fiesta,"Fiesta VIII (Mk8, facelift 2022) 3 door",14.7 sec ,18.401
Ford,Fiesta,"Fiesta VIII (Mk8, facelift 2022) 3 door",8.9 sec ,14.639
Ford,Fiesta,"Fiesta VIII (Mk8, facelift 2022) 3 door",9.6 sec ,15.943
Ford,Fiesta,"Fiesta VIII (Mk8, facelift 2022) 3 door",9.4 sec ,15.769
Ford,Fiesta,"Fiesta VIII (Mk8, facelift 2022) 3 door",9.4 sec ,15.592
Ford,Fiesta,"Fiesta VIII (Mk8, facelift 2022) 3 door",10.8 sec ,16.809
Ford,Probe,Probe II (ECP),8 sec ,14.773
Ford,Probe,Probe II (ECP),16.441
Ford,B-MAX,B-MAX,12.1 sec ,17.26
Ford,B-MAX,B-MAX,13 sec ,17.871
Ford,B-MAX,B-MAX,15.1 sec ,19.3
Ford,B-MAX,B-MAX,13.8 sec ,17.962
Ford,B-MAX,B-MAX,11.2 sec ,16.112
Ford,B-MAX,B-MAX,11.2 sec ,not known
Ford,B-MAX,B-MAX,13.2 sec ,17.357
Ford,B-MAX,B-MAX,13.2 sec ,17.357
Ford,Figo,Figo Aspire II (facelift 2018),15.769
Ford,Figo,Figo Aspire II (facelift 2018),16.548
Ford,Figo,Figo Aspire II (facelift 2018),16.653
Ford,C-MAX,C-MAX,9.6 sec ,16.441
Ford,C-MAX,C-MAX,10.8 sec ,16.279
Ford,C-MAX,C-MAX,9.8 sec ,15.711
Ford,C-MAX,C-MAX,9.8 sec ,not known
Ford,C-MAX,C-MAX,not known
Ford,C-MAX,C-MAX,10.8 sec ,16.86
Ford,C-MAX,C-MAX,10.8 sec ,16.706
Ford,C-MAX,C-MAX,11.6 sec ,17.405
Ford,C-MAX,C-MAX,11.3 sec ,17.308
Ford,C-MAX,C-MAX,not known
Ford,C-MAX,C-MAX,11.9 sec ,16.601
Ford,C-MAX,C-MAX,12.9 sec ,17.5
Ford,Galaxy,Galaxy I,11.6 sec ,16.601
Ford,Galaxy,Galaxy I,11 sec ,16.495
Ford,Galaxy,Galaxy I,10.5 sec ,16.495
Ford,Galaxy,Galaxy I,10.4 sec ,15.35
Ford,Galaxy,Galaxy I,9.9 sec ,15.35
Ford,Galaxy,Galaxy I,14.1 sec ,16.911
Ford,Galaxy,Galaxy I,12.7 sec ,16.911
Ford,Galaxy,Galaxy I,13.1 sec ,18.444
Ford,Galaxy,Galaxy I,12.8 sec ,17.734
Ford,Galaxy,Galaxy I,15.1 sec ,18.655
Ford,Galaxy,Galaxy I,13.7 sec ,18.655
Ford,Galaxy,Galaxy I,14.7 sec ,18.655
Ford,Galaxy,Galaxy I,14.7 sec ,18.655
Ford,Galaxy,Galaxy I,17.1 sec ,20.087
