Brand,Model,Generation,Spec-model,Acceleration 0-100 km/h,1/4tb mile ET
Ford,Fusion,Fusion I,15.5 sec ,19.222
Ford,Fusion,Fusion I,14.4 sec ,18.007
Ford,Fusion,Fusion I,13.7 sec ,18.007
Ford,Fusion,Fusion I,15.5 sec ,18.401
Ford,Ranger,Ranger III Single Cab (facelift 2015),16.224
Ford,Ranger,Ranger III Single Cab (facelift 2015),16.224
Ford,Ranger,Ranger III Single Cab (facelift 2015),16.387
Ford,Ranger,Ranger III Single Cab (facelift 2015),16.809
Ford,Ranger,Ranger III Single Cab (facelift 2015),17.405
Ford,Ranger,Ranger III Single Cab (facelift 2015),16.809
Ford,Ranger,Ranger III Single Cab (facelift 2015),14.9 sec ,18.902
Ford,Ranger,Ranger III Single Cab (facelift 2015),18.487
Ford,Focus,Focus III Hatchback,6.5 sec ,13.301
Ford,Focus,Focus III Hatchback,8.9 sec ,not known
Ford,Focus,Focus III Hatchback,8.6 sec ,not known
Ford,Focus,Focus III Hatchback,9.5 sec ,not known
Ford,Focus,Focus III Hatchback,8.9 sec ,not known
Ford,Focus,Focus III Hatchback,11.7 sec ,not known
Ford,Focus,Focus III Hatchback,10.8 sec ,not known
Ford,Focus,Focus III Hatchback,10.8 sec ,not known
Ford,Focus,Focus III Hatchback,11.8 sec ,not known
Ford,Focus,Focus III Hatchback,12.5 sec ,not known
Ford,Focus,Focus III Hatchback,12.5 sec ,not known
Ford,Focus,Focus III Hatchback,7.9 sec ,not known
Ford,Focus,Focus III Hatchback,8.6 sec ,not known
Ford,Focus,Focus III Hatchback,11.3 sec ,not known
Ford,Focus,Focus III Hatchback,12.5 sec ,not known
Ford,Tourneo Custom,Tourneo Custom I L1,18.096
Ford,Tourneo Custom,Tourneo Custom I L1,19.417
Ford,Tourneo Custom,Tourneo Custom I L1,20.916
Ford,F-250 Super Duty,F-250 Super Duty IV Regular Cab Long box,14.148
Ford,F-250 Super Duty,F-250 Super Duty IV Regular Cab Long box,14.433
Ford,F-250 Super Duty,F-250 Super Duty IV Regular Cab Long box,14.292
Ford,F-250 Super Duty,F-250 Super Duty IV Regular Cab Long box,14.639
